timestamp,source,summary
2026-08-10 04:20:01,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=5.762s
2026-08-10 04:44:32,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=110.942s
2026-08-10 05:00:53,flow_train,10.14.7.23 -> 142.250.74.14:1433 TCP dur=4.414s
2026-08-10 05:09:20,dns,query nust.na -> NOERROR
2026-08-10 05:31:09,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=47.166s
2026-08-10 05:31:48,dns,query akamaiedge.net -> NOERROR
2026-08-10 05:41:20,firewall,10.14.7.23:55679 -> 10.20.5.12:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 06:28:20,firewall,10.14.7.23:55316 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 06:30:19,flow_train,10.14.7.23 -> 185.125.190.29:3389 TCP dur=35.76s
2026-08-10 06:41:46,firewall,10.14.7.23:50857 -> 10.20.9.10:1433 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 06:47:21,firewall,10.14.7.23:53239 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 06:49:05,firewall,10.14.7.23:52956 -> 142.250.74.14:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 06:51:42,dns,query akamaiedge.net -> NOERROR
2026-08-10 07:06:02,firewall,10.14.7.23:52504 -> 13.107.6.156:53 UDP ALLOW (DNS-OUT)
2026-08-10 07:14:44,flow_train,10.14.7.23 -> 140.82.121.4:53 UDP dur=28.501s
2026-08-10 07:35:30,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=12.149s
2026-08-10 07:37:29,firewall,10.14.7.23:62581 -> 142.250.74.14:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 07:49:26,firewall,10.14.7.23:62153 -> 140.82.121.4:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 08:13:34,flow_train,10.14.7.23 -> 104.16.132.229:445 TCP dur=64.093s
2026-08-10 08:15:57,firewall,10.14.7.23:65449 -> 140.82.121.4:123 UDP ALLOW (NTP-OUT)
2026-08-10 08:16:53,auth,nshikongo -> AD-CORE-01 (Interactive/FAILURE)
2026-08-10 08:27:18,dns,query github.com -> NOERROR
2026-08-10 08:45:19,firewall,10.14.7.23:51596 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 09:22:03,flow_investigation,10.14.7.23 -> 44.236.72.93:3389 TCP dur=13.682s
2026-08-10 09:39:55,flow_investigation,10.14.7.23 -> 20.112.52.29:3389 TCP dur=4.995s
2026-08-10 09:48:44,firewall,10.14.7.23:57596 -> 142.250.74.14:123 UDP ALLOW (NTP-OUT)
2026-08-10 09:53:37,firewall,10.14.7.23:53088 -> 13.107.6.156:123 UDP ALLOW (NTP-OUT)
2026-08-10 09:57:58,flow_investigation,10.14.7.23 -> 20.112.52.29:80 TCP dur=122.297s
2026-08-10 10:14:35,firewall,10.14.7.23:49510 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 10:18:11,firewall,10.14.7.23:51149 -> 140.82.121.4:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 10:19:18,flow_train,10.14.7.23 -> 13.107.6.156:3389 TCP dur=40.536s
2026-08-10 10:48:03,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=1.574s
2026-08-10 10:49:46,flow_train,10.14.7.23 -> 13.107.6.156:443 TCP dur=19.378s
2026-08-10 10:50:40,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=20.62s
2026-08-10 10:56:56,auth,nshikongo -> AD-CORE-01 (RemoteInteractive/SUCCESS)
2026-08-10 11:30:46,flow_investigation,10.14.7.23 -> 44.236.72.93:3389 TCP dur=19.012s
2026-08-10 11:45:54,firewall,10.14.7.23:55998 -> 185.125.190.29:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 11:59:32,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=9.993s
2026-08-10 12:17:18,firewall,10.14.7.23:58018 -> 142.250.74.14:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 12:21:22,firewall,10.14.7.23:59433 -> 140.82.121.4:123 UDP ALLOW (NTP-OUT)
2026-08-10 12:33:11,flow_investigation,10.14.7.23 -> 142.250.74.14:80 TCP dur=36.488s
2026-08-10 12:35:51,firewall,10.14.7.23:51768 -> 10.20.9.10:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 12:42:30,flow_investigation,10.14.7.23 -> 20.112.52.29:53 UDP dur=14.297s
2026-08-10 12:51:12,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=46.391s
2026-08-10 12:52:35,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=0.894s
2026-08-10 12:57:50,firewall,10.14.7.23:61123 -> 142.250.74.14:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 12:57:52,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=14.852s
2026-08-10 13:06:52,firewall,10.14.7.23:51544 -> 185.125.190.29:123 UDP ALLOW (NTP-OUT)
2026-08-10 13:23:44,dns,query windowsupdate.com -> NOERROR
2026-08-10 13:27:48,flow_train,10.14.7.23 -> 185.125.190.29:25 TCP dur=24.965s
2026-08-10 13:31:50,flow_train,10.14.7.23 -> 140.82.121.4:445 TCP dur=39.884s
2026-08-10 13:38:16,flow_train,10.14.7.23 -> 20.112.52.29:3389 TCP dur=5.778s
2026-08-10 14:01:33,flow_train,10.14.7.23 -> 13.107.6.156:443 TCP dur=5.271s
2026-08-10 14:05:03,dns,query nust.na -> NOERROR
2026-08-10 14:08:48,firewall,10.14.7.23:54782 -> 104.16.132.229:123 UDP ALLOW (NTP-OUT)
2026-08-10 14:11:50,flow_train,10.14.7.23 -> 20.112.52.29:80 TCP dur=8.458s
2026-08-10 14:17:23,firewall,10.14.7.23:57028 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 14:24:20,firewall,10.14.7.23:53816 -> 10.20.8.20:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 14:41:38,flow_train,10.14.7.23 -> 20.112.52.29:53 UDP dur=53.902s
2026-08-10 14:43:22,dns,query microsoft.com -> NOERROR
2026-08-10 14:48:59,flow_train,10.14.7.23 -> 140.82.121.4:1433 TCP dur=13.165s
2026-08-10 14:54:52,auth,nshikongo -> AD-CORE-01 (Interactive/SUCCESS)
2026-08-10 15:01:56,flow_train,10.14.7.23 -> 142.250.74.14:445 TCP dur=34.242s
2026-08-10 15:23:35,flow_train,10.14.7.23 -> 104.16.132.229:1433 TCP dur=17.8s
2026-08-10 15:32:06,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-10 15:38:21,flow_train,10.14.7.23 -> 185.125.190.29:3389 TCP dur=47.399s
2026-08-10 15:38:51,flow_train,10.14.7.23 -> 185.125.190.29:443 TCP dur=3.562s
2026-08-10 15:56:20,firewall,10.14.7.23:62075 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 16:07:50,firewall,10.14.7.23:54855 -> 13.107.6.156:123 UDP ALLOW (NTP-OUT)
2026-08-10 16:17:36,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-10 16:22:26,flow_train,10.14.7.23 -> 185.125.190.29:443 TCP dur=15.051s
2026-08-10 17:01:44,dns,query mozilla.org -> NOERROR
2026-08-10 17:19:33,flow_train,10.14.7.23 -> 13.107.6.156:443 TCP dur=5.43s
2026-08-10 17:33:09,flow_investigation,10.14.7.23 -> 13.107.6.156:443 TCP dur=12.871s
2026-08-10 17:38:21,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=6.856s
2026-08-10 17:42:20,firewall,10.14.7.23:53469 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 17:48:36,firewall,10.14.7.23:62349 -> 140.82.121.4:53 UDP ALLOW (DNS-OUT)
2026-08-10 17:54:43,dns,query google.com -> NOERROR
2026-08-10 17:55:16,flow_investigation,10.14.7.23 -> 104.16.132.229:1433 TCP dur=6.268s
2026-08-10 18:04:19,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=7.116s
2026-08-10 18:23:44,dns,query namibian.com.na -> NOERROR
2026-08-10 18:31:24,firewall,10.14.7.23:58964 -> 142.250.74.14:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 18:36:30,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=4.767s
2026-08-10 19:13:22,flow_investigation,10.14.7.23 -> 20.112.52.29:443 TCP dur=44.794s
2026-08-10 19:33:39,firewall,10.14.7.23:58645 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 19:38:31,flow_train,10.14.7.23 -> 104.16.132.229:80 TCP dur=18.445s
2026-08-10 20:32:23,firewall,10.14.7.23:50569 -> 10.20.8.20:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 20:45:40,flow_train,10.14.7.23 -> 185.125.190.29:53 UDP dur=72.996s
2026-08-10 21:04:36,dns,query ubuntu.com -> NOERROR
2026-08-10 21:24:30,flow_train,10.14.7.23 -> 140.82.121.4:53 UDP dur=40.37s
2026-08-10 21:51:49,dns,query mozilla.org -> NOERROR
2026-08-10 21:55:47,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=2.758s
2026-08-10 22:10:24,dns,query ubuntu.com -> NOERROR
2026-08-10 22:11:47,flow_train,10.14.7.23 -> 142.250.74.14:80 TCP dur=2.397s
2026-08-10 22:16:55,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=28.014s
2026-08-10 22:26:32,flow_train,10.14.7.23 -> 185.125.190.29:22 TCP dur=1.303s
2026-08-10 22:27:12,flow_train,10.14.7.23 -> 142.250.74.14:80 TCP dur=14.27s
2026-08-10 22:28:28,firewall,10.14.7.23:64394 -> 10.20.9.10:443 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-10 22:41:54,flow_investigation,10.14.7.23 -> 140.82.121.4:1433 TCP dur=31.609s
2026-08-10 22:53:27,firewall,10.14.7.23:54923 -> 140.82.121.4:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 22:56:17,firewall,10.14.7.23:54242 -> 104.16.132.229:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-10 23:05:54,flow_train,10.14.7.23 -> 20.112.52.29:3389 TCP dur=20.131s
2026-08-10 23:08:38,flow_investigation,10.14.7.23 -> 142.250.74.14:53 UDP dur=14.033s
2026-08-10 23:09:32,firewall,10.14.7.23:64504 -> 185.125.190.29:123 UDP ALLOW (NTP-OUT)
2026-08-10 23:12:56,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=71.45s
2026-08-10 23:20:31,flow_train,10.14.7.23 -> 44.236.72.93:53 UDP dur=7.414s
2026-08-10 23:38:40,firewall,10.14.7.23:65260 -> 142.250.74.14:123 UDP ALLOW (NTP-OUT)
2026-08-10 23:59:33,firewall,10.14.7.23:62742 -> 142.250.74.14:53 UDP ALLOW (DNS-OUT)
2026-08-11 00:00:25,flow_train,10.14.7.23 -> 140.82.121.4:80 TCP dur=13.227s
2026-08-11 00:35:04,firewall,10.14.7.23:62391 -> 142.250.74.14:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 00:46:00,dns,query microsoft.com -> NOERROR
2026-08-11 00:46:48,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=200.949s
2026-08-11 00:49:44,flow_train,10.14.7.23 -> 13.107.6.156:53 UDP dur=3.712s
2026-08-11 00:55:37,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=4.147s
2026-08-11 00:58:33,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=40.749s
2026-08-11 01:08:29,firewall,10.14.7.23:58782 -> 20.112.52.29:123 UDP ALLOW (NTP-OUT)
2026-08-11 01:18:28,firewall,10.14.7.23:58190 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 01:20:27,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=89.982s
2026-08-11 01:24:20,dns,query ietf.org -> NOERROR
2026-08-11 01:46:24,firewall,10.14.7.23:51201 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 02:08:06,flow_investigation,10.14.7.23 -> 140.82.121.4:443 TCP dur=6.865s
2026-08-11 02:18:04,flow_train,10.14.7.23 -> 185.125.190.29:1433 TCP dur=38.066s
2026-08-11 02:21:10,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=3.026s
2026-08-11 02:30:39,dns,query cloudflare.com -> NOERROR
2026-08-11 02:47:57,flow_train,10.14.7.23 -> 104.16.132.229:1433 TCP dur=12.23s
2026-08-11 02:54:00,flow_train,10.14.7.23 -> 13.107.6.156:53 UDP dur=23.69s
2026-08-11 03:00:35,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=1.12s
2026-08-11 03:03:26,firewall,10.14.7.23:60066 -> 44.236.72.93:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 03:10:02,flow_train,10.14.7.23 -> 104.16.132.229:1433 TCP dur=3.429s
2026-08-11 03:27:31,firewall,10.14.7.23:57507 -> 10.20.5.12:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 03:39:04,flow_train,10.14.7.23 -> 20.112.52.29:443 TCP dur=10.768s
2026-08-11 03:42:19,flow_train,10.14.7.23 -> 13.107.6.156:3389 TCP dur=16.917s
2026-08-11 03:45:02,dns,query cloudflare.com -> NOERROR
2026-08-11 03:46:48,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=5.965s
2026-08-11 04:09:32,flow_train,10.14.7.23 -> 140.82.121.4:445 TCP dur=51.402s
2026-08-11 04:15:42,dns,query mozilla.org -> NOERROR
2026-08-11 04:21:49,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=54.776s
2026-08-11 04:22:21,flow_train,10.14.7.23 -> 185.125.190.29:80 TCP dur=38.539s
2026-08-11 04:35:50,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=50.79s
2026-08-11 04:41:22,flow_train,10.14.7.23 -> 13.107.6.156:80 TCP dur=5.242s
2026-08-11 04:42:43,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=18.687s
2026-08-11 04:46:02,flow_train,10.14.7.23 -> 140.82.121.4:22 TCP dur=42.425s
2026-08-11 04:49:45,flow_investigation,10.14.7.23 -> 13.107.6.156:445 TCP dur=6.667s
2026-08-11 04:53:30,flow_investigation,10.14.7.23 -> 44.236.72.93:80 TCP dur=14.51s
2026-08-11 05:14:31,dns,query ubuntu.com -> NOERROR
2026-08-11 05:34:01,dns,query google.com -> NOERROR
2026-08-11 05:55:29,firewall,10.14.7.23:64561 -> 10.20.5.12:443 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 05:58:19,flow_train,10.14.7.23 -> 44.236.72.93:1433 TCP dur=7.858s
2026-08-11 06:03:34,flow_train,10.14.7.23 -> 20.112.52.29:443 TCP dur=11.687s
2026-08-11 07:09:06,firewall,10.14.7.23:59331 -> 140.82.121.4:123 UDP ALLOW (NTP-OUT)
2026-08-11 07:11:04,dns,query windowsupdate.com -> NOERROR
2026-08-11 07:13:46,firewall,10.14.7.23:64177 -> 10.20.8.20:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 07:14:10,dns,query github.com -> NOERROR
2026-08-11 07:52:29,flow_investigation,10.14.7.23 -> 140.82.121.4:22 TCP dur=14.074s
2026-08-11 08:39:01,flow_train,10.14.7.23 -> 13.107.6.156:443 TCP dur=42.765s
2026-08-11 08:41:42,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-11 08:47:13,firewall,10.14.7.23:55366 -> 10.20.1.10:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 08:57:48,dns,query mozilla.org -> NOERROR
2026-08-11 09:04:38,dns,query ubuntu.com -> NOERROR
2026-08-11 09:09:27,dns,query nust.na -> NOERROR
2026-08-11 09:20:06,flow_train,10.14.7.23 -> 185.125.190.29:443 TCP dur=15.483s
2026-08-11 09:31:48,firewall,10.14.7.23:56351 -> 185.125.190.29:53 UDP ALLOW (DNS-OUT)
2026-08-11 09:38:00,firewall,10.14.7.23:49436 -> 140.82.121.4:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 09:51:23,flow_investigation,10.14.7.23 -> 13.107.6.156:443 TCP dur=11.785s
2026-08-11 09:51:35,firewall,10.14.7.23:64136 -> 104.16.132.229:123 UDP ALLOW (NTP-OUT)
2026-08-11 10:07:29,firewall,10.14.7.23:57242 -> 140.82.121.4:443 TCP DENY (OUTBOUND-WEB)
2026-08-11 10:11:52,flow_train,10.14.7.23 -> 20.112.52.29:445 TCP dur=6.304s
2026-08-11 10:13:16,firewall,10.14.7.23:61781 -> 13.107.6.156:443 TCP DENY (OUTBOUND-WEB)
2026-08-11 10:22:46,firewall,10.14.7.23:52000 -> 20.112.52.29:53 UDP ALLOW (DNS-OUT)
2026-08-11 10:24:58,dns,query google.com -> NOERROR
2026-08-11 10:30:44,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-11 10:36:25,flow_train,10.14.7.23 -> 44.236.72.93:443 TCP dur=10.819s
2026-08-11 10:51:40,flow_train,10.14.7.23 -> 13.107.6.156:445 TCP dur=13.764s
2026-08-11 11:02:05,firewall,10.14.7.23:55128 -> 140.82.121.4:123 UDP ALLOW (NTP-OUT)
2026-08-11 11:17:46,firewall,10.14.7.23:60354 -> 10.20.8.20:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 11:23:58,flow_investigation,10.14.7.23 -> 20.112.52.29:443 TCP dur=58.39s
2026-08-11 11:40:03,dns,query office.com -> NOERROR
2026-08-11 12:04:56,firewall,10.14.7.23:58006 -> 140.82.121.4:53 UDP ALLOW (DNS-OUT)
2026-08-11 12:29:24,flow_investigation,10.14.7.23 -> 20.112.52.29:443 TCP dur=63.398s
2026-08-11 12:36:47,auth,nshikongo -> AD-CORE-01 (RemoteInteractive/SUCCESS)
2026-08-11 12:40:36,flow_train,10.14.7.23 -> 13.107.6.156:443 TCP dur=51.562s
2026-08-11 12:44:01,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=17.131s
2026-08-11 12:44:37,flow_investigation,10.14.7.23 -> 140.82.121.4:3389 TCP dur=45.225s
2026-08-11 12:54:08,firewall,10.14.7.23:64924 -> 185.125.190.29:53 UDP ALLOW (DNS-OUT)
2026-08-11 12:56:09,flow_investigation,10.14.7.23 -> 104.16.132.229:3389 TCP dur=25.114s
2026-08-11 13:16:03,firewall,10.14.7.23:65525 -> 13.107.6.156:53 UDP ALLOW (DNS-OUT)
2026-08-11 13:25:40,firewall,10.14.7.23:64939 -> 140.82.121.4:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 13:35:46,dns,query mozilla.org -> NOERROR
2026-08-11 13:39:24,firewall,10.14.7.23:53027 -> 10.20.9.10:1433 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 13:40:38,flow_train,10.14.7.23 -> 104.16.132.229:22 TCP dur=0.935s
2026-08-11 14:17:56,firewall,10.14.7.23:49439 -> 44.236.72.93:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 14:31:20,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=33.061s
2026-08-11 14:41:19,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=5.814s
2026-08-11 14:42:04,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-11 14:57:30,flow_train,10.14.7.23 -> 104.16.132.229:80 TCP dur=17.916s
2026-08-11 15:02:53,firewall,10.14.7.23:50328 -> 44.236.72.93:123 UDP ALLOW (NTP-OUT)
2026-08-11 15:11:09,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=70.209s
2026-08-11 15:51:10,firewall,10.14.7.23:59392 -> 185.125.190.29:123 UDP ALLOW (NTP-OUT)
2026-08-11 16:13:41,flow_train,10.14.7.23 -> 142.250.74.14:443 TCP dur=8.144s
2026-08-11 16:15:04,auth,nshikongo -> AD-CORE-01 (Interactive/SUCCESS)
2026-08-11 16:19:18,auth,nshikongo -> AD-CORE-01 (Network/SUCCESS)
2026-08-11 16:45:03,firewall,10.14.7.23:58861 -> 142.250.74.14:123 UDP ALLOW (NTP-OUT)
2026-08-11 16:46:50,flow_train,10.14.7.23 -> 13.107.6.156:3389 TCP dur=8.799s
2026-08-11 16:57:21,auth,nshikongo -> AD-CORE-01 (RemoteInteractive/SUCCESS)
2026-08-11 17:11:19,flow_investigation,10.14.7.23 -> 44.236.72.93:3389 TCP dur=29.83s
2026-08-11 17:13:10,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=3.947s
2026-08-11 17:17:31,firewall,10.14.7.23:59961 -> 44.236.72.93:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 17:23:01,flow_train,10.14.7.23 -> 104.16.132.229:1433 TCP dur=19.22s
2026-08-11 17:36:36,flow_investigation,10.14.7.23 -> 104.16.132.229:3389 TCP dur=39.209s
2026-08-11 17:40:43,firewall,10.14.7.23:60702 -> 10.20.8.20:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 17:42:56,flow_train,10.14.7.23 -> 13.107.6.156:25 TCP dur=1.3s
2026-08-11 18:21:55,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=22.707s
2026-08-11 18:36:02,firewall,10.14.7.23:63105 -> 185.125.190.29:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 18:39:21,firewall,10.14.7.23:61394 -> 10.20.9.10:443 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 18:49:52,firewall,10.14.7.23:62966 -> 13.107.6.156:53 UDP ALLOW (DNS-OUT)
2026-08-11 18:51:52,flow_train,10.14.7.23 -> 140.82.121.4:3389 TCP dur=8.018s
2026-08-11 19:06:14,flow_train,10.14.7.23 -> 140.82.121.4:443 TCP dur=3.324s
2026-08-11 19:20:15,flow_investigation,10.14.7.23 -> 140.82.121.4:443 TCP dur=13.517s
2026-08-11 19:25:12,flow_train,10.14.7.23 -> 104.16.132.229:443 TCP dur=9.882s
2026-08-11 19:26:24,flow_train,10.14.7.23 -> 185.125.190.29:3389 TCP dur=6.152s
2026-08-11 19:39:35,flow_train,10.14.7.23 -> 44.236.72.93:3389 TCP dur=53.189s
2026-08-11 19:39:53,firewall,10.14.7.23:50437 -> 185.125.190.29:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 20:10:09,flow_investigation,10.14.7.23 -> 185.125.190.29:443 TCP dur=13.809s
2026-08-11 20:10:39,flow_train,10.14.7.23 -> 13.107.6.156:80 TCP dur=3.518s
2026-08-11 20:16:47,flow_train,10.14.7.23 -> 104.16.132.229:1433 TCP dur=37.644s
2026-08-11 20:23:49,firewall,10.14.7.23:58816 -> 185.125.190.29:443 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 20:53:58,dns,query mozilla.org -> NOERROR
2026-08-11 21:17:11,firewall,10.14.7.23:61139 -> 10.20.5.12:3389 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 21:24:15,firewall,10.14.7.23:56721 -> 185.125.190.29:80 TCP ALLOW (OUTBOUND-WEB)
2026-08-11 21:24:21,flow_train,10.14.7.23 -> 185.125.190.29:80 TCP dur=27.221s
2026-08-11 21:28:57,dns,query office.com -> NOERROR
2026-08-11 22:17:23,dns,query cloudflare.com -> NOERROR
2026-08-11 22:19:46,firewall,10.14.7.23:56059 -> 10.20.5.12:443 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 22:34:13,dns,query microsoft.com -> NOERROR
2026-08-11 22:40:25,firewall,10.14.7.23:50159 -> 104.16.132.229:123 UDP ALLOW (NTP-OUT)
2026-08-11 22:44:19,flow_investigation,10.14.7.23 -> 104.16.132.229:443 TCP dur=42.63s
2026-08-11 23:37:04,firewall,10.14.7.23:53440 -> 10.20.5.12:445 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 23:38:14,dns,query mozilla.org -> NOERROR
2026-08-11 23:42:54,dns,query akamaiedge.net -> NOERROR
2026-08-11 23:47:05,firewall,10.14.7.23:62117 -> 10.20.9.10:1433 TCP ALLOW (INTERNAL-BUSINESS)
2026-08-11 23:49:12,flow_train,10.14.7.23 -> 142.250.74.14:53 UDP dur=42.632s
2026-08-12 00:18:21,firewall,10.14.7.23:63669 -> 142.250.74.14:123 UDP ALLOW (NTP-OUT)
2026-08-12 00:29:23,firewall,10.14.7.23:51855 -> 104.16.132.229:80 TCP ALLOW (OUTBOUND-WEB)
